財務
コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
1301,2021/03,116331000000,39975000000,35300000000,28737000000,8056000000,32720000000,3753.75,34.7
130A,2021/12,1754789000,1683971000,1683971000,-530225000,-,-,306.1,96
1332,2021/03,475468000000,187779000000,159648000000,107781000000,68577000000,112230000000,544.54,35.6
1333,2021/03,532866000000,166660000000,138081000000,76406000000,135920000000,123917000000,902.64,26.7
1352,2021/03,41388000000,7855000000,6946000000,3243000000,1900000000,18787000000,834.05,16.9
1375,2021/03,35644000000,9230000000,9233000000,15117000000,-,18351000000,231.34,25.9
1376,2021/05,47452032000,21696954000,20838179000,17711991000,-,-,1859.82,45.7
1377,2021/05,133077000000,111898000000,110905000000,91099000000,1894000000,894000000,2503.8,83.9
1379,2021/03,100237000000,54140000000,52964000000,45267000000,3931000000,11739000000,1720.35,54
137A,2021/05,121003000,82260000,-,-,-,-,-,68
1380,2021/03,5378494000,1920136000,1851099000,589388000,1009341000,1119117000,460.17,35.7
1381,2021/06,20197000000,17328000000,17218000000,16339000000,-,-,3085.37,85.8
1382,2021/06,974949000,577179000,577131000,-276090000,-,16004000,757.71,59.2
1383,2021/10,5094207000,1245188000,1017581000,440811000,750000000,1210378000,799.6,19.9
1384,2021/03,14252000000,9051000000,8878292000,7069112000,600000000,1675263000,1070.06,63.5
138A,2021/11,1777313000,104984000,104984000,84984000,-,1226905000,156.23,5.9
1400,2021/12,3008616000,2332394000,2175211000,-882608000,2600000,74637000,167.8,72.6
1401,2021/05,3740227000,2737582000,2706641000,1915215000,-,-,354.06,73.2
1407,2021/08,97278000000,25331000000,25356000000,25824000000,20725000000,32409000000,622.66,26
1413,2021/12,81859141000,27685862000,23645982000,24807567000,4097000000,10613200000,1869.49,28.9
1414,2021/06,109807000000,90960000000,90233000000,52975000000,-,-,422.16,82.8
1417,2021/03,358751000000,231323000000,220922000000,155239000000,186000000,-,2232.24,63.1
1419,2021/05,100216000000,26214000000,25924000000,17334000000,12588000000,2140000000,887.43,26.1
141A,2021/06,171445000000,52796000000,50594000000,46858000000,-,22180000000,526.91,30
1420,2021/03,52611842000,16922395000,16936396000,8465977000,13140000000,5989000000,1531.73,32.2
1429,2021/12,18279278000,7951431000,7951415000,5367699000,3100000000,33200000,246.09,43.5
142A,2021/03,1136736000,78859000,-,-,-,-,-,6.9
1430,2021/05,17427983000,6282106000,6275486000,5780723000,-,3675000000,520.77,36
1431,2021/06,7604797000,3371774000,3371774000,1676411000,1159250000,759500000,149.35,44.3
1434,2021/08,11795871000,3994009000,3838784000,1942834000,1387124000,2857085000,570.33,32.1
1435,2021/12,9932940000,7527251000,7419958000,149478000,-,318360000,82.95,75.5
1436,2021/04,8224521000,4356761000,4351997000,2487869000,1079165000,941738000,346.27,52.9
1438,2021/09,4263803000,3061094000,3057567000,2323677000,200000000,33024000,955.2,71.8
1439,2021/12,4175224000,1499439000,1457997000,993144000,-,1000101000,1124.79,34.9
143A,2021/03,-,814923000,-,-,-,-,-,-
1443,2021/03,16288789000,9376875000,8845961000,6252643000,825263000,2052363000,577.53,57.6
1444,2021/07,1255153000,1009281000,1009281000,676776000,-,-,1086.8,80.4
1446,2021/09,7366592000,3260895000,3260895000,421721000,200000000,1859176000,304.07,44.3
1447,2021/03,14928342000,2519927000,2314707000,-1381486000,2661723000,4056269000,108.48,15.6
1448,2021/03,79175000000,25895000000,22081000000,13687000000,9144000000,10460000000,730.19,32.6
1449,2021/12,726250000,362227000,362227000,276379000,-,135000000,170.06,49.9
1450,2021/03,7009460000,4781587000,4725559000,4179863000,300000000,-,549.67,68.2
1451,2021/03,14781815000,5705449000,5705331000,4285290000,-,3882442000,1447.49,38.6
145A,2021/12,1315258000,906671000,906671000,-666998000,-,312904000,218.2,68.9
146A,2021/12,19263000000,4715000000,4715000000,4610000000,1663000000,8601000000,943,24.5
147A,2021/03,-,3455711000,-,-,-,-,-,-
148A,2021/12,1912303000,445569000,445569000,-662329000,-,377992000,266.97,23.3
1491,2021/03,8268563000,6568268000,6568334000,350752000,600000000,170415000,453.54,79.4
149A,2021/12,529143000,419160000,419160000,-92464000,-,34535000,155.69,79.2
150A,2021/03,880504000,84028000,-,-,-,-,-,9.5
1514,2021/03,17050000000,15105000000,15019000000,12092000000,70000000,-,276.03,88.6
1515,2021/03,188735000000,116411000000,100591000000,91693000000,16491000000,5086000000,1335.21,58.9
1518,2021/03,70618000000,30287000000,30478000000,15793000000,12406000000,10156000000,464.52,42.8
151A,2021/06,2133518000,783317000,-,-,-,-,-,36.7
153A,2021/12,481510000,-56925000,-56925000,-592320000,-,250000000,-9.98,-11.8
155A,2021/12,1736446000,155618000,155618000,105618000,150000000,551774000,18.31,9
156A,2021/08,-,912856000,-,-,-,-,-,-
157A,2021/06,849535000,479494000,-,-,-,-,-,56.4
1605,2021/12,5285056000000,3346409000000,3033680000000,2180837000000,80493000000,1099721000000,2507.81,57.4
160A,2021/03,11261568000,1552695000,-,-,-,-,-,13.8
1662,2021/03,624786000000,434492000000,358575000000,344438000000,-,50180000000,1402.27,64
1663,2021/12,99096000000,82117000000,78103000000,58434000000,391000000,609000000,2951.2,79.1
1711,2021/03,277349000,39184000,33029000,-2934449000,-,-,6.61,12.7
1712,2021/02,21275000000,13761000000,12914000000,8552000000,980000000,2505000000,776.99,61.3
1716,2021/06,17991723000,14321265000,13621254000,12811515000,-,175825000,1197.33,75.8
1717,2021/03,5504690000,3966675000,3907058000,3450123000,-,-,343.49,71
1718,2021/12,30561859000,15885521000,13935927000,12575666000,1700000000,2356579000,12787.26,45.7
1719,2021/03,339387000000,146676000000,141824000000,115086000000,16312000000,8271000000,782.28,43
1720,2021/03,226568000000,103509000000,96437000000,77344000000,5172000000,21582000000,983.89,45.4
1721,2021/03,479419000000,330807000000,330114000000,260846000000,5141000000,464000000,2619.64,68.3
1723,2021/03,37628000000,26658000000,25885000000,25469000000,-,-,416.21,70.8
1724,2021/12,10335000000,5040000000,4941000000,3347000000,300000000,314000000,1092.32,48.8
1726,2021/03,32649000000,12152000000,11958000000,6386000000,5300000000,2750000000,267.78,36.9
1728,2021/03,14837260000,6066305000,5979958000,3731780000,3507288000,1222353000,527.25,40.9
1730,2021/03,3546922000,1496008000,1496937000,1108890000,8000000,399003000,438.23,42.2
1734,2021/03,10412680000,3109903000,3064579000,1566920000,-,-,4931.23,29.9
1736,2021/03,26566994000,16865023000,16006471000,15074488000,1018574000,124718000,1047.95,62.1
1737,2021/03,18946155000,14001349000,14224713000,12461561000,-,-,1096.26,73.9
1738,2021/03,6339903000,3733092000,3680494000,3350492000,510000000,188824000,921.05,58.9
1739,2021/06,24580917000,6329153000,6329153000,5608030000,7682150000,4316096000,1039.9,25.7
173A,2021/03,2795914000,195444000,-,-,-,-,-,7
1743,2021/09,12266874000,7674855000,7548357000,4956489000,-,263286000,3374.55,62.6
1757,2021/03,1476458000,1262032000,1262032000,-12835445000,-,-,5.06,85.5
1762,2021/03,220831000000,115756000000,117155000000,118842000000,16000000000,-,3323.36,52.4
1764,2021/06,13560189000,4394746000,4386360000,3466096000,700000000,1299572000,3849.78,32.4
1766,2021/04,194424000000,105517000000,105370000000,100748000000,-,-,7847.88,54.3
1768,2021/03,11257870000,7596755000,7462600000,6345702000,-,-,1035.63,67.5
176A,2021/03,-,4604553000,-,-,-,-,-,-
1770,2021/03,26049081000,14363491000,13803416000,13188653000,905000000,-,1574.54,55.1
1771,2021/09,12735015000,7721350000,7425571000,6323358000,115200000,560000000,1531.95,60.6
1775,2021/03,56341000000,29680000000,29158000000,20581000000,345000000,-,3218.67,51.4
1776,2021/03,27548000000,12543000000,12401000000,9607000000,-,-,1374.53,45.5
177A,2021/03,-,1578810000,-,-,-,-,-,-
1780,2021/03,23054116000,15859444000,15311891000,11258811000,1700000000,-,837.91,68.8
1782,2021/03,-,-,-,-,-,-,13377.3,-
1783,2021/09,5291867000,3376708000,3824947000,-5210728000,30000000,537366000,50.93,63.5
1786,2021/03,55810000000,30840000000,30601000000,23557000000,1100000000,4083000000,6733.41,55.3
1787,2021/03,11251866000,7453646000,7336676000,6359942000,-,-,3079.18,66.2
1788,2021/06,4865674000,2664646000,2628007000,1328720000,-,-,4385.23,54.8
1789,2021/09,5063122000,2492876000,2664541000,913183000,915000000,430641000,390.7,49.1
1793,2021/03,92530000000,67152000000,64560000000,55027000000,-,-,2191.46,72.6
1795,2021/09,7416210000,4372407000,4371980000,2306182000,25000000,158818000,5010.23,59
1798,2021/03,27443892000,10666009000,10527855000,7524326000,2400000000,-,974.55,38.9
1799,2021/03,76208158000,64176449000,61332184000,55185552000,-,-,3144.01,84.2
1801,2021/03,1870622000000,844420000000,718593000000,621568000000,89238000000,79621000000,4084.8,44.9
1802,2021/03,2272628000000,961979000000,759816000000,661512000000,54634000000,101722000000,1297.25,41
1803,2021/03,1908674000000,821446000000,659494000000,563628000000,143705000000,71323000000,1068.73,42.7
1805,2021/03,121598000000,41586000000,40534000000,29354000000,5249000000,14943000000,2173.23,34.2
1807,2021/03,32378593000,17947521000,15970739000,13505880000,-,138862000,2873.23,55.2
1808,2021/03,953659000000,394365000000,402855000000,369335000000,-,171981000000,1425.93,41.4
1810,2021/03,74425000000,42527000000,39376000000,35070000000,-,-,1393.34,57.1
1811,2021/03,153361000000,74606000000,53196000000,49494000000,8050000000,500000000,10416.51,48.6
1812,2021/03,2164806000000,884806000000,752675000000,654128000000,143416000000,123616000000,1731.16,40.4
1813,2021/03,54082000000,29687000000,29309000000,10684000000,1020000000,145000000,1893.07,54.2
1814,2021/03,40533000000,19114000000,18823000000,14598000000,100000000,162000000,1822.36,47.2
1815,2021/03,185237000000,63046000000,49021000000,25497000000,24492000000,5687000000,4010.76,33.8
1820,2021/03,472440000000,207537000000,196158000000,154041000000,35039000000,-,3765.62,43.6
1821,2021/03,376826000000,110308000000,104499000000,96001000000,8662000000,49518000000,651.59,27.2
1822,2021/03,170899000000,74130000000,71590000000,52765000000,7950000000,3150000000,812.38,42.8
1824,2021/03,928889000000,367527000000,241706000000,178526000000,18315000000,64165000000,1441.97,29.1
1826,2021/03,25199000000,14396000000,13427000000,9497000000,232000000,52000000,927.98,57.1
1827,2021/03,84235000000,36909000000,35064000000,28637000000,5480000000,410000000,1038.71,42.4
1828,2021/03,33307454000,17816349000,17958742000,15605123000,912000000,1000000000,1664.94,53.5
1833,2021/03,329005000000,167963000000,136902000000,95460000000,7459000000,7113000000,4471.36,51.4
1835,2021/03,141701057000,96754447000,92010891000,90744494000,-,-,2771.67,67.3
1840,2021/10,22198047000,11945776000,12082369000,696982000,-,-,477.88,53.8
1841,2021/03,13277000000,11034000000,10945472000,10678062000,16008000,111984000,3092.62,83.1
1844,2021/07,8854145000,4303021000,4231024000,809519000,369740000,2972240000,284.77,47.8
1847,2021/03,54028000000,24619000000,24120000000,19606000000,1510000000,4527000000,1695.05,45.5
1848,2021/03,25046000000,9314000000,9305000000,5542000000,3265000000,1400000000,525.19,37.2
184A,2021/04,257234000,163749000,-,-,-,-,-,63.7
1852,2021/03,92176000000,41710000000,39688000000,27974000000,1806000000,7579000000,515.2,45
1853,2021/03,23599000000,13146000000,13139000000,11302000000,900000000,-,401.38,55.7
1860,2021/03,735789000000,312533000000,229089000000,189217000000,48297000000,32643000000,1011.02,42.1
1861,2021/03,379573000000,163835000000,159540000000,104727000000,4161000000,7728000000,879.01,43.2
1866,2021/03,69649000000,36403000000,33751000000,23384000000,4000000000,-,1446.62,51.6
1867,2021/03,45683278000,23076246000,23149357000,12639977000,2898628000,164986000,3479.08,50.4
1869,2021/03,95120000000,55834000000,47773000000,45304000000,568000000,2632000000,2202.83,58.5
186A,2021/04,10995910000,7277400000,7277400000,-,-,-,104.77,66.2
1870,2021/03,129837000000,54639000000,59259000000,45783000000,37740000000,5200000000,1258.91,42.1
1871,2021/03,95423000000,42216000000,39536000000,27669000000,6616000000,4000000000,906.34,44.2
1873,2021/10,43255000000,22360000000,22272000000,20397000000,1298000000,3334000000,551.5,51
1879,2021/03,126552000000,81901000000,81792000000,75286000000,-,-,1400.95,64.7
1881,2021/03,589950000000,395321000000,359541000000,328078000000,613000000,6090000000,3220.49,65
1882,2021/03,87846000000,48166000000,43980000000,30462000000,1688000000,1664000000,958.57,53.4
1883,2021/03,222930000000,163560000000,158402000000,125821000000,-,-,1967.72,72.7
1884,2021/03,152917000000,92233000000,89810000000,64657000000,5500000000,4200000000,2095.67,60.2
1885,2021/03,204200000000,76175000000,69500000000,37647000000,9865000000,11885000000,986.51,36.9
1887,2021/05,148766000000,74211000000,72386000000,51348000000,2691000000,28361000000,846.77,49.6
1888,2021/03,91474000000,33844000000,29786000000,15800000000,13979000000,4132000000,2563.74,35.7
1890,2021/03,148953000000,65875000000,61348000000,41419000000,7841000000,2752000000,684.13,43.1
1892,2021/03,42183000000,15639000000,15894000000,10564000000,1569000000,3163000000,7496.26,37
1893,2021/03,452248000000,158403000000,149445000000,101198000000,28841000000,23371000000,555.32,35
1897,2021/12,19983000000,17102000000,15318000000,17068000000,-,-,7779.58,83.9
1898,2021/03,79409000000,40790000000,41246000000,38767000000,7000000,5000000000,1011.01,51.4
1899,2021/12,130755000000,76412000000,75131000000,66075000000,320000000,767000000,8889.49,57.9
189A,2021/05,-,799872000,-,-,-,-,-,-
1904,2021/03,39988110000,23982369000,23735014000,13673512000,-,-,3671.05,60
1905,2021/03,18163940000,12215632000,11784951000,8187745000,-,192924000,1748.57,65.1
1909,2021/03,40025111000,18971828000,15515925000,11451627000,2565596000,1323970000,576.96,40.4
190A,2021/08,2271382000,2056435000,2030502000,-2338933000,-,-,109.89,89.4
1911,2021/12,1314226000000,540089000000,441241000000,359641000000,25024000000,168278000000,826.59,37.7
1914,2021/03,30857000000,22637000000,21591655000,13114083000,1000000000,-,956.43,73.4
1921,2021/03,51005000000,35173000000,31577316000,27267659000,640000000,1867500000,888.68,69
1925,2021/03,5053052000000,1893504000000,1772834000000,1339558000000,124584000000,677700000000,2805.09,36.3
1926,2021/03,112610000000,75917000000,75355000000,65761000000,815000000,-,1462.99,67.3
1929,2021/03,51971000000,28800000000,28436000000,21419000000,278000000,-,686.17,55.1
192A,2021/05,771797000,519567000,-,-,-,-,-,67.3
1938,2021/03,80618046000,54637260000,52385582000,48092631000,-,-,2172.34,67.8
1945,2021/03,89616000000,64859000000,62773000000,57891000000,76000000,1750000000,1897.89,72.4
1948,2021/03,29234000000,18664000000,18267000000,15739000000,680000000,-,2096.62,63.6
1949,2021/03,146733000000,86381000000,73802000000,61305000000,1876000000,914000000,2331.6,56.5
194A,2021/06,-,696811000,-,-,-,-,-,-
1951,2021/03,491574000000,288884000000,269805000000,226294000000,19509000000,6837000000,1288.38,58.1
1952,2021/03,98634000000,50704000000,40949000000,30508000000,6471000000,200000000,1086.88,51.3
1954,2021/06,156137000000,72294000000,70725000000,53996000000,8320000000,18712000000,4699.8,45.3
195A,2021/03,169228000,-80655000,-,-,-,-,-,-
1960,2021/03,44846000000,30697000000,28953902000,28066551000,266766000,266796000,1845.87,68.2
1961,2021/03,171313000000,91699000000,81585000000,73158000000,7135000000,3460000000,1611.74,53.4
1963,2021/03,702529000000,417616000000,422983000000,380402000000,224000000,16783000000,1652.19,59.4
1965,2021/03,62443000000,41282000000,35737000000,31490000000,-,60000000,1896.07,66.1
1966,2021/03,30976239000,12376200000,13554708000,9936081000,2900000000,-,1916.16,39.1
1967,2021/03,44408814000,31628118000,28967660000,19825965000,-,326298000,1231.4,71.1
1968,2021/03,128757000000,73113000000,70385000000,63624000000,-,5778000000,1262.11,55.9
1969,2021/03,271146000000,135849000000,122285000000,97901000000,4933000000,-,953.81,48.7
196A,2021/06,-,1024449000,-,-,-,-,-,-
1971,2021/03,7723473000,2458829000,2458829000,1219930000,1500000000,1349730000,1045.61,31.8
1973,2021/03,250338000000,127117000000,126125000000,96589000000,6360000000,466000000,830.47,49.4
1975,2021/03,71500000000,33666000000,28783000000,21900000000,3800000000,600000000,2629.78,47.1
1976,2021/03,68920000000,54365000000,51840000000,47116000000,60000000,960000000,1053.16,78.3
1979,2021/03,228855000000,126311000000,104620000000,95701000000,6588000000,4769000000,1776.32,52.9
197A,2021/06,10320778000,4679449000,-,-,-,-,-,45.3
1980,2021/03,132210000000,74837000000,66214000000,60103000000,4449000000,734000000,581.96,56.4
1981,2021/03,26106463000,16894292000,16403625000,15847594000,-,100000000,1467.43,64.7
1982,2021/03,86138000000,62593000000,55603000000,46181000000,-,-,1278.27,70.9
198A,2021/05,351510000,215137000,-,-,-,-,-,61.2
1992,2021/03,8132752000,4469222000,4070739000,1790307000,200000000,-,1846.99,55
1994,2021/12,13931628000,10720730000,10708897000,7649135000,370000000,271000000,1250.21,77
1997,2021/08,8771762000,5696655000,5661118000,4415676000,-,402400000,2869.11,64.9
1999,2021/06,7081889000,3881621000,3921935000,2420260000,1605201000,331453000,6156.89,54.8
2001,2021/03,307813000000,169063000000,135598000000,115366000000,22388000000,22181000000,2140.05,53.3
2002,2021/03,687415000000,444774000000,359990000000,341241000000,5547000000,14729000000,1456.37,63
2003,2021/03,52378000000,39654000000,35911000000,29656000000,500000000,-,1081.36,75.6
2004,2021/03,213309000000,103080000000,92662000000,75109000000,17480000000,4302000000,3079.82,46.7
2009,2021/12,40013355000,31908433000,27643505000,24152253000,1464992000,1904186000,1369.9,79.7
202A,2021/03,-,-3594000,-,-,-,-,-,-
2053,2021/03,87932000000,60272000000,58255000000,49660000000,1629000000,3347000000,1985.92,67.8
2055,2021/03,27827000000,17757000000,17517919000,13897843000,4269000000,-,919.48,63.8
2058,2021/03,11983000000,5217000000,5078000000,4962000000,3209000000,1461000000,1338.51,43.5
205A,2021/05,-,2435022000,-,-,-,-,-,-
2060,2021/03,99251000000,42794000000,41559000000,21197000000,9680000000,11221000000,1074.6,42.6
206A,2021/09,1509715000,1092912000,-,-,-,-,-,72.4
2107,2021/03,11184000000,9413000000,9274000000,6374000000,-,-,1726.12,84.2
2108,2021/03,97392000000,68462000000,57730000000,43663000000,11662000000,233000000,4886.03,70.3
2109,2021/03,146710000000,91680000000,84584000000,80948000000,6710000000,10560000000,3315.53,58.1
2112,2021/03,27239000000,9922000000,10625000000,11645000000,4800000000,7776000000,365.43,36.4
2117,2021/03,61316000000,48543000000,48543000000,28830000000,1300000000,-,2197.8,79.2
211A,2021/07,6049626000,2391498000,-,-,-,-,-,39.5
2120,2021/09,45887000000,28538000000,28413000000,10296601000,6628630000,998980000,215.61,61.9
2121,2021/03,226356000000,189590000000,187046000000,178502000000,1021000000,7905000000,2497.54,83.2
2122,2021/09,10280500000,5452909000,5399066000,3793187000,-,-,804.21,53
2124,2021/12,18935000000,13365000000,13340000000,12982000000,-,-,82.78,70.6
212A,2021/10,2710244000,214858000,-,-,-,-,-,7.9
2130,2021/03,8648597000,4614175000,4614175000,3427635000,-,-,357.96,53.4
2134,2021/03,1382890000,1048415000,1013643000,-5945436000,25600000,164448000,14.44,75.2
2136,2021/03,5121177000,3068369000,3068369000,2353401000,650000000,-,771.88,59.9
2137,2021/03,7546408000,3975832000,3975063000,2722470000,100000000,-,1903.04,52.7
2138,2021/03,27072464000,9744865000,9079602000,9917368000,324238000,1221909000,826.77,34
2139,2021/03,3861351000,1716897000,1677322000,1194046000,700000000,171274000,252.48,44.5
2146,2021/03,52666000000,20198000000,19116000000,18091000000,191000000,9163000000,31.53,36.2
2150,2021/12,10742650000,8138635000,8117292000,3736277000,-,9520000,183.42,75.6
2151,2021/03,87806000000,34505000000,33054000000,16371000000,5974000000,27733000000,1196.95,37.6
2152,2021/03,10526968000,7189074000,6814002000,6842422000,-,-,665.5,68.3
2153,2021/05,37513000000,25497000000,24700000000,17593000000,-,572000000,1601.09,68
2154,2021/06,105835000000,96169000000,64943000000,-22646000000,4695000000,6307000000,717.61,61.4
2156,2021/03,4186645000,1804771000,1780796000,1602298000,310000000,414510000,477.75,43.1
2157,2021/08,41973662000,18178360000,18107431000,12840049000,4500000000,9313768000,222.96,43.3
2158,2021/03,11942525000,4643998000,4290721000,-1394285000,1400000000,2453049000,114.23,37.5
2159,2021/04,8106569000,4559584000,4554147000,2837402000,-,505772000,295.24,56.2
215A,2021/10,5305285000,4080886000,-,-,-,-,-,76.7
2160,2021/12,30296000000,19266246000,18860000000,307535000,700000000,-,397.37,62.3
2162,2021/03,31507110000,4702314000,5470873000,5486514000,9037190000,5956696000,281.71,14.9
2164,2021/08,1334319000,81282000,77938000,-307611000,200000000,401720000,15.26,5.8
2168,2021/05,151641000000,49795000000,37413000000,20801000000,9433000000,20990000000,974.82,25.2
2169,2021/12,9398997000,7080886000,7083205000,4996795000,750000000,-,1038.22,75.3
2170,2021/12,30062000000,8648000000,7493000000,4406000000,-,-,67.16,24.9
2172,2021/06,1050154000,467422000,458708000,272151000,100000000,199610000,285.87,43.7
2176,2021/03,4034860000,1031294000,1031294000,-254585000,100000000,764930000,343.9,25.6
2178,2021/02,15182485000,6815185000,6791455000,7248259000,1101843000,2063279000,264.82,43.7
2179,2021/03,8689731000,2519272000,2525337000,2377534000,700000000,1911739000,453.82,29
2180,2021/06,7163886000,2340069000,2266432000,1052963000,300000000,1075683000,151.31,31.8
2181,2021/03,381179000000,173600000000,159539000000,134151000000,603000000,41629000000,67.6,40.8
2183,2021/03,15280647000,5712620000,5699568000,6142987000,610799000,3073542000,252.92,37.4
2185,2021/09,21068910000,15962706000,15441201000,15340967000,15480000,-,1194.24,75.4
218A,2021/07,463207000,238919000,-,-,-,-,-,51.6
2191,2021/12,326405000,198694000,-167731000,-6665229000,-,-,-6.62,-51.4
2193,2021/12,23863812000,21631633000,21029926000,8985618000,-,-,201.8,88.1
2195,2021/12,4427311000,1455024000,1448200000,728972000,-,1200000000,82.97,32.9
2196,2021/03,26142802000,5565018000,5572695000,989502000,3143500000,5119692000,411.77,21.3
2198,2021/10,17603273000,7604593000,7593258000,7230337000,2100000000,2408644000,257.94,43
219A,2021/10,6316439000,6139588000,-,-,-,-,-,97
2201,2021/03,202910000000,123706000000,98742000000,74139000000,-,10000000000,1220.62,60.5
2204,2021/03,42356176000,26017174000,24643562000,9069841000,5700000000,-,4364.69,61.4
2206,2021/12,356745000000,241177000000,223470000000,214795000000,232000000,77000000,3710.63,67.5
2207,2021/03,74152000000,46274000000,28173000000,27491000000,240000000,11375000000,2739.04,62.4
2209,2021/03,29469327000,16248376000,13794220000,7412910000,2550000000,367764000,1235.98,54.9
220A,2021/09,-,1166873000,-,-,-,-,-,-
2211,2021/12,75720000000,54356000000,50875000000,28549000000,1068000000,-,2012.17,68.5
2212,2021/12,757352000000,382217000000,315910000000,310080000000,60913000000,29172000000,1609.57,45.2
2215,2021/12,18009000000,7485000000,6822000000,-132000000,4108000000,-,1081.08,41.6
2216,2021/12,21200252000,11750515000,11718084000,6956494000,500000000,-,277.74,55.4
2218,2021/03,14477606000,4791833000,1805176000,767654000,750000000,1935776000,2288.96,33.1
2220,2021/03,92888000000,59895000000,55730000000,55514000000,6502000000,7953000000,920.4,62.7
2221,2021/03,76371842000,56054507000,19593242000,17165908000,-,1600000000,5001.62,73.4
2222,2021/03,25052000000,19341000000,19378532000,16841423000,-,725860000,124.31,77.2
2224,2021/03,4660673000,1858530000,3798032000,3747673000,800000000,560016000,534.88,39.9
2226,2021/06,26867000000,13646000000,13660000000,9239000000,500000000,1488000000,1268.16,50.4
2229,2021/03,238978000000,182740000000,175329000000,159551000000,2616000000,3166000000,1312.24,73.4
2230,2021/05,2316994000,644144000,641529000,365667000,-,1245835000,355.01,27.7
2264,2021/03,453646000000,202503000000,194566000000,153540000000,3292000000,30404000000,2014.16,43.9
2266,2021/12,54209000000,29696000000,29002858000,25953279000,11000000000,-,1524.18,54.8
2267,2021/03,635102000000,439761000000,430688000000,411359000000,15372000000,65716000000,1261.91,63.8
2268,2021/12,18952379000,10190048000,10195272000,9236248000,-,974094000,1057.51,53.8
2269,2021/03,1067000000000,659358000000,597282000000,496766000000,17250000000,54525000000,2141.4,58.2
2270,2021/03,398650000000,198255000000,170192000000,137941000000,16409000000,32046000000,2890.62,49
2281,2021/03,214542000000,114761000000,97153000000,81056000000,765000000,16322000000,2062.39,48.3
2282,2021/03,825405000000,444309000000,433595000000,320577000000,-,-,4243.69,52.5
2286,2021/03,28661000000,10239000000,8323602000,4966590000,7165258000,2058058000,1058.83,32.5
2288,2021/03,131342000000,77750000000,71375000000,45270000000,7890000000,4649000000,3036.54,58.7
228A,2021/11,617726000,-38463000,-,-,-,-,-,-6.2
2291,2021/03,15853000000,4348000000,3575000000,-538000000,4094000000,2033000000,1302.66,27.4
2293,2021/03,13531136000,3710345000,3279671000,1519546000,2798848000,1070306000,1806.72,27.4
2294,2021/02,18813000000,14800000000,14840000000,16039000000,-,-,1413.85,78.7
2301,2021/10,13434435000,11913096000,11686581000,8442845000,-,-,839.69,88.4
2303,2021/05,2101747000,1881407000,1880856000,1145609000,-,-,588.01,89.5
2304,2021/09,4701495000,2124638000,2047181000,1487157000,450000000,516682000,426.06,45.2
2307,2021/03,6510857000,3612802000,3112236000,3174326000,800000000,-,240.76,55.5
2309,2021/09,91192000000,34485000000,24242000000,16600000000,918000000,12469000000,1385.5,27.5
2311,2021/12,6377131000,5050636000,3582080000,3579709000,-,-,566.73,79.2
2315,2021/10,107218127000,11396624000,10989215000,-4112998000,-,360000000,97.38,10.3
2317,2021/03,38886000000,25996000000,25734000000,23261000000,1550000000,-,66.17,65.9
2321,2021/03,418145000,205183000,204141000,120381000,-,-,7.41,48.8
2323,2021/03,904317000,570413000,570413000,37723000,54162000,131471000,28.5,63.1
2325,2021/12,27516087000,21505605000,21075066000,21061671000,-,1436000,2250.65,78
2326,2021/03,14856000000,10062000000,10034000000,8699000000,-,-,715.76,67.6
2329,2021/03,91092000000,72266000000,67999000000,63508000000,760000000,-,531.54,78.7
2330,2021/12,4426573000,1166936000,1162131000,979632000,225000000,529260000,35.76,26.3
2331,2021/03,485456000000,295400000000,263423000000,211793000000,20950000000,4528000000,530.42,55.3
2332,2021/03,7233717000,5198185000,4803609000,4025675000,-,-,1002.66,71.9
2334,2021/03,766480000,538526000,535812000,-898678000,-,-,23,69.9
2335,2021/03,9444000000,6515000000,6046968000,5649012000,280000000,-,476.52,68.6
2340,2021/03,18514720000,1330993000,1112606000,-5806105000,1767297000,7670307000,55.32,5.5
2342,2021/03,8918812000,5036903000,5000385000,843004000,100000000,1020772000,283.07,55.1
2344,2021/03,33179298000,19073052000,19072485000,16832123000,-,-,1549.8,57.5
2345,2021/10,3794225000,3066099000,2776306000,-263326000,30000000,274992000,381.93,80.1
2349,2021/03,20675620000,15171283000,14338289000,14423667000,-,-,1336,73.4
2351,2021/03,4399040000,2891722000,2891722000,222819000,181008000,89475000,367.15,65.7
2352,2021/03,3646475000,1792303000,1783722000,1152040000,158666000,701391000,465.82,53.8
2353,2021/07,28706466000,10725487000,8552632000,10216755000,378000000,8198894000,25.97,29.4
2370,2021/09,5377672000,4902726000,4789323000,-843396000,-,-,27.31,90.8
2371,2021/03,70958000000,47141000000,46880000000,47028000000,806000000,83000000,227.57,66.1
2372,2021/03,20889000000,8712000000,8516000000,3620000000,2650000000,5137000000,719.38,41.5
2373,2021/10,37600176000,6774148000,3579801000,2987647000,550000000,2415439000,502.79,18
2374,2021/03,26011482000,12249141000,12208348000,8738444000,-,1738094000,487.41,46.8
2375,2021/10,10643916000,4240616000,4108428000,2526611000,1148888000,1242834000,204.32,38.9
2376,2021/03,13825704000,7075810000,7082681000,5801934000,50000000,3564170000,1296.41,51.2
2378,2021/03,41718705000,9954707000,10007930000,5498788000,5950000000,5050000000,527.03,23.9
2384,2021/12,277197000000,80707000000,59693000000,53122000000,22865000000,57304000000,1527.56,21.9
