財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
2737,2026/03,-,-,-,-,-,-,8710.24,-
2742,2026/02,-,-,-,-,-,-,3630.03,-
2747,2026/02,-,-,-,-,-,-,4680.89,-
274A,2026/02,-,-,-,-,-,-,1076.55,-
2753,2026/03,-,-,-,-,-,-,1095.7,-
275A,2026/02,-,-,-,-,-,-,94.7,-
2760,2026/03,-,-,-,-,-,-,1793.92,-
2768,2026/03,-,-,-,-,-,-,5240.64,-
2776,2026/01,13573466000,4075228000,3294225000,-4470456000,1904182000,2327112000,61.75,24.3
2778,2026/02,-,-,-,-,-,-,130.9,-
2789,2026/02,-,-,-,-,-,-,379.56,-
278A,2026/01,6934968000,5008622000,4637356000,-4310589000,-,-,497.57,69.7
2798,2026/02,-,-,-,-,-,-,267.91,-
2801,2026/03,-,-,-,-,-,-,605.4,-
2872,2026/02,-,-,-,-,-,-,1069.29,-
2882,2026/02,-,-,-,-,-,-,984.8,-
2884,2026/02,-,-,-,-,-,-,520.32,-
2892,2026/03,-,-,-,-,-,-,6235.5,-
2918,2026/02,-,-,-,-,-,-,3431.24,-
2930,2026/02,-,-,-,-,-,-,57.71,-
2935,2026/02,-,-,-,-,-,-,1568.46,-
2936,2026/02,-,-,-,-,-,-,25.38,-
296A,2026/03,-,-,-,-,-,-,70.58,-
2983,2026/01,35103915000,7816509000,7816509000,7101137000,6815470000,4410133000,732.4,22.3
2997,2026/01,4707312000,1239172000,1238673000,767457000,1158824000,1396606000,668.56,26.3
299A,2026/03,-,-,-,-,-,-,310.66,-
3030,2026/02,-,-,-,-,-,-,268.04,-
304A,2026/02,-,-,-,-,-,-,1613.67,-
3050,2026/02,-,-,-,-,-,-,2154.3,-
3063,2026/02,-,-,-,-,-,-,136.81,-
3065,2026/02,-,-,-,-,-,-,552.57,-
3070,2026/01,6645786000,4931231000,4773240000,-3775626000,100000000,183711000,59.78,71.4
3071,2026/01,6725764000,2981396000,2943997000,1243594000,600000000,57282000,106.53,43.8
3075,2026/02,-,-,-,-,-,-,698.48,-
3080,2026/02,-,-,-,-,-,-,462.99,-
3083,2026/02,-,-,-,-,-,-,327.51,-
3086,2026/02,-,-,-,-,-,-,1671.35,-
3087,2026/02,-,-,-,-,-,-,2502.91,-
3092,2026/03,-,-,-,-,-,-,120.76,-
3093,2026/02,-,-,-,-,-,-,543.19,-
3116,2026/03,-,-,-,-,-,-,2716.09,-
3137,2026/03,-,-,-,-,-,-,23.27,-
3159,2026/01,-,-,-,-,-,-,588.14,-
3169,2026/01,5517193000,3240816000,3240816000,2531048000,-,216229000,458.94,58.7
3177,2026/02,-,-,-,-,-,-,3845.89,-
3181,2026/02,-,-,-,-,-,-,928.89,-
3198,2026/02,-,-,-,-,-,-,402.66,-
3222,2026/02,-,-,-,-,-,-,1024.87,-
3223,2026/02,-,-,-,-,-,-,353.76,-
3231,2026/03,-,-,-,-,-,-,938.08,-
323A,2026/02,-,-,-,-,-,-,88.38,-
3246,2026/01,19773825000,10660146000,10660146000,7668847000,1347000000,5308102000,1049.57,53.9
3260,2026/02,-,-,-,-,-,-,3.78,-
3280,2026/02,-,-,-,-,-,-,1785.48,-
3320,2026/01,29678000000,19474000000,15995000000,12422000000,200000000,1851000000,2615.1,65.5
3333,2026/02,-,-,-,-,-,-,1542.09,-
3353,2026/02,-,-,-,-,-,-,4164.98,-
3382,2026/02,-,-,-,-,-,-,1566.06,-
3384,2026/02,-,-,-,-,-,-,862.88,-
3387,2026/02,-,-,-,-,-,-,103.96,-
3391,2026/02,-,-,-,-,-,-,1932.15,-
3396,2026/02,-,-,-,-,-,-,2758.97,-
3399,2026/01,18282983000,10129840000,10079227000,9677475000,-,1078206000,514.21,55.4
339A,2026/02,-,-,-,-,-,-,775.83,-
3415,2026/01,14863797000,6266202000,6404250000,5055178000,1900000000,1408076000,142.16,42
3479,2026/02,-,-,-,-,-,-,1315.36,-
3490,2026/02,-,-,-,-,-,-,2643.86,-
3543,2026/02,-,-,-,-,-,-,1095.58,-
3546,2026/02,-,-,-,-,-,-,1071.11,-
3548,2026/02,-,-,-,-,-,-,408.25,-
3550,2026/02,-,-,-,-,-,-,186.74,-
3557,2026/02,-,-,-,-,-,-,100.32,-
3558,2026/02,-,-,-,-,-,-,725.64,-
3562,2026/02,-,-,-,-,-,-,668.31,-
3565,2026/01,35266449000,6206534000,6219982000,5337580000,-,-,433.45,17.6
3608,2026/02,-,-,-,-,-,-,1704.77,-
3612,2026/02,-,-,-,-,-,-,1300.45,-
3622,2026/03,-,-,-,-,-,-,396.29,-
3627,2026/02,-,-,-,-,-,-,500.49,-
3635,2026/03,-,-,-,-,-,-,813.6,-
3657,2026/01,22328843000,8422931000,7209183000,6338946000,7600000000,-,238.08,37.7
365A,2026/02,-,-,-,-,-,-,418.45,-
3665,2026/01,15289619000,11771947000,10128979000,10880763000,-,51556000,293.32,76.6
3678,2026/02,-,-,-,-,-,-,1253.97,-
368A,2026/03,-,-,-,-,-,-,512.6,-
3778,2026/03,-,-,-,-,-,-,752.07,-
3826,2026/02,-,-,-,-,-,-,408.51,-
3839,2026/03,-,-,-,-,-,-,782.76,-
3891,2026/03,-,-,-,-,-,-,2484.83,-
3915,2026/02,-,-,-,-,-,-,972.86,-
3921,2026/01,10693537000,7482063000,7367434000,6850435000,-,-,533.23,69.9
3922,2026/02,-,-,-,-,-,-,676.46,-
3931,2026/01,3184818000,1073153000,1066077000,309267000,1250000000,129335000,592.62,33.6
3935,2026/02,-,-,-,-,-,-,272.49,-
3955,2026/01,-,-,-,-,-,-,1785.39,-
3967,2026/02,-,-,-,-,-,-,294.74,-
3969,2026/03,-,-,-,-,-,-,739.04,-
3977,2026/02,-,-,-,-,-,-,249.48,-
3996,2026/02,-,-,-,-,-,-,146.91,-
4017,2026/02,-,-,-,-,-,-,167.91,-
4043,2026/03,-,-,-,-,-,-,3934.73,-
4063,2026/03,-,-,-,-,-,-,2400.39,-
4174,2026/01,-,-,-,-,-,-,440.32,-
4175,2026/01,6832218000,5426370000,5293381000,1478106000,62500000,31648000,986.12,79.4
4204,2026/03,-,-,-,-,-,-,2108.44,-
4206,2026/03,-,-,-,-,-,-,3010.3,-
4220,2026/03,-,-,-,-,-,-,1421,-
4238,2026/01,26829299000,22989620000,22711778000,21981181000,-,-,2543.58,85.7
4270,2026/02,-,-,-,-,-,-,1359.96,-
4287,2026/01,-,-,-,-,-,-,334.98,-
4307,2026/03,-,-,-,-,-,-,755.4,-
4308,2026/03,-,-,-,-,-,-,430.44,-
4317,2026/02,-,-,-,-,-,-,590.83,-
4318,2026/03,-,-,-,-,-,-,345.24,-
4334,2026/01,4044802000,2627364000,2514690000,2644520000,500000000,25030000,302.84,63
4343,2026/02,-,-,-,-,-,-,395.07,-
4345,2026/03,-,-,-,-,-,-,380.59,-
4362,2026/03,-,-,-,-,-,-,2369.46,-
4369,2026/01,47274965000,36149551000,35125838000,28669761000,-,3082750000,1112.41,76.5
4373,2026/03,-,-,-,-,-,-,230,-
4380,2026/01,3097456000,2134185000,2134185000,1555294000,-,-,436.41,68.9
4410,2026/03,-,-,-,-,-,-,1678.27,-
4413,2026/02,-,-,-,-,-,-,247.41,-
4417,2026/03,-,-,-,-,-,-,292.4,-
4429,2026/02,-,-,-,-,-,-,736.96,-
4432,2026/02,-,-,-,-,-,-,1355.26,-
4434,2026/02,-,-,-,-,-,-,1312.02,-
446A,2026/01,21861000000,16455000000,16455000000,7003000000,-,361000000,238.48,75.3
4490,2026/02,-,-,-,-,-,-,187.73,-
4498,2026/03,-,-,-,-,-,-,454.67,-
4503,2026/03,-,-,-,-,-,-,1020.96,-
4530,2026/02,-,-,-,-,-,-,4140.18,-
456A,2026/01,14514263000,11800295000,11799695000,8872901000,50000000,33344000,515.01,81.3
4592,2026/01,15621539000,13604666000,19465240000,-995899000,-,-,170.93,85.4
4626,2026/03,-,-,-,-,-,-,1040.15,-
4645,2026/02,-,-,-,-,-,-,306.53,-
4661,2026/03,-,-,-,-,-,-,670.86,-
4679,2026/03,-,-,-,-,-,-,107.43,-
4684,2026/03,-,-,-,-,-,-,1190.79,-
4685,2026/03,-,-,-,-,-,-,1742.51,-
4709,2026/03,-,-,-,-,-,-,446.89,-
4714,2026/02,-,-,-,-,-,-,71.58,-
4733,2026/03,-,-,-,-,-,-,2253.05,-
4735,2026/02,-,-,-,-,-,-,508.39,-
4762,2026/03,-,-,-,-,-,-,779.57,-
4763,2026/02,-,-,-,-,-,-,902.86,-
4765,2026/03,-,-,-,-,-,-,235.91,-
4813,2026/01,17095149000,6785067000,8361921000,-19645365000,-,-,180.51,39.6
4832,2026/03,-,-,-,-,-,-,1129.19,-
4920,2026/02,-,-,-,-,-,-,2086.77,-
4929,2026/03,-,-,-,-,-,-,527.29,-
4956,2026/03,-,-,-,-,-,-,1417.09,-
4973,2026/03,-,-,-,-,-,-,3098.03,-
5018,2026/02,-,-,-,-,-,-,2558.3,-
5025,2026/02,-,-,-,-,-,-,398.74,-
5031,2026/01,4249647000,1973595000,1973595000,-21178000,-,-,141.31,46.4
5075,2026/01,2322724000,1858822000,1798091000,1604750000,-,198896000,438.72,80
5078,2026/02,-,-,-,-,-,-,6232.69,-
5204,2026/03,-,-,-,-,-,-,9058.44,-
5208,2026/03,-,-,-,-,-,-,1546.49,-
5248,2026/01,23264041000,5305903000,1522069000,670754000,5799790000,2704069000,89.96,6.5
5271,2026/02,-,-,-,-,-,-,2997.83,-
5279,2026/03,-,-,-,-,-,-,2956.66,-
5280,2026/03,-,-,-,-,-,-,4197.93,-
5332,2026/03,-,-,-,-,-,-,3211.88,-
5333,2026/03,-,-,-,-,-,-,2811.27,-
5334,2026/03,-,-,-,-,-,-,3910.2,-
5367,2026/03,-,-,-,-,-,-,1182.49,-
5386,2026/03,-,-,-,-,-,-,1698.33,-
5410,2026/03,-,-,-,-,-,-,9832.53,-
5423,2026/03,-,-,-,-,-,-,2166.29,-
542A,2026/02,-,-,-,-,-,-,704.75,-
5440,2026/03,-,-,-,-,-,-,4870.37,-
5444,2026/03,-,-,-,-,-,-,9066.48,-
5482,2026/03,-,-,-,-,-,-,3677.46,-
5576,2026/03,-,-,-,-,-,-,2450.13,-
5609,2026/03,-,-,-,-,-,-,2423.7,-
5612,2026/03,-,-,-,-,-,-,3076.87,-
5659,2026/03,-,-,-,-,-,-,1392.48,-
5817,2026/02,-,-,-,-,-,-,1004.9,-
5832,2026/03,-,-,-,-,-,-,3491.02,-
5834,2026/03,-,-,-,-,-,-,1799.59,-
5857,2026/03,-,-,-,-,-,-,2682.6,-
5888,2026/01,9584519000,6311257000,6311257000,5197209000,-,-,2288.41,65.8
5889,2026/01,-,-,-,-,-,-,753.6,-
5900,2026/02,-,-,-,-,-,-,2496.09,-
5905,2026/03,-,-,-,-,-,-,2864.55,-
5906,2026/03,-,-,-,-,-,-,1392.89,-
5933,2026/03,-,-,-,-,-,-,1680.15,-
5938,2026/03,-,-,-,-,-,-,2312.93,-
5982,2026/02,-,-,-,-,-,-,3288.38,-
5990,2026/03,-,-,-,-,-,-,4370.88,-
5992,2026/03,-,-,-,-,-,-,3478.17,-
6058,2026/02,-,-,-,-,-,-,450.64,-
6085,2026/02,-,-,-,-,-,-,-19.45,-
6086,2026/02,-,-,-,-,-,-,245.56,-
6093,2026/02,-,-,-,-,-,-,79.89,-
6111,2026/03,-,-,-,-,-,-,6157.12,-
6135,2026/03,-,-,-,-,-,-,11160.18,-
6142,2026/02,-,-,-,-,-,-,6500.15,-
6146,2026/03,-,-,-,-,-,-,5408.1,-
6161,2026/03,-,-,-,-,-,-,1131.37,-
6173,2026/02,-,-,-,-,-,-,12.39,-
6182,2026/02,-,-,-,-,-,-,184.43,-
6183,2026/02,-,-,-,-,-,-,994.39,-
6184,2026/01,8100497000,6348952000,6085505000,2972702000,-,-,147.72,75.1
6185,2026/03,-,-,-,-,-,-,301.4,-
6201,2026/03,-,-,-,-,-,-,22537.25,-
6224,2026/02,-,-,-,-,-,-,451.89,-
6279,2026/02,-,-,-,-,-,-,1508.68,-
6301,2026/03,-,-,-,-,-,-,3896.1,-
6305,2026/03,-,-,-,-,-,-,4231.37,-
6323,2026/02,-,-,-,-,-,-,750.88,-
6325,2026/03,-,-,-,-,-,-,734.93,-
6336,2026/01,-,-,-,-,-,-,1332.4,-
6345,2026/03,-,-,-,-,-,-,1167.89,-
6382,2026/03,-,-,-,-,-,-,2146.66,-
6391,2026/03,-,-,-,-,-,-,5123.55,-
6420,2026/03,-,-,-,-,-,-,2828.32,-
6432,2026/02,-,-,-,-,-,-,4046.83,-
6436,2026/03,-,-,-,-,-,-,2001.47,-
6454,2026/03,-,-,-,-,-,-,641.27,-
6455,2026/03,-,-,-,-,-,-,2470.12,-
6467,2026/03,-,-,-,-,-,-,1170.64,-
6469,2026/02,-,-,-,-,-,-,813.23,-
6470,2026/03,-,-,-,-,-,-,2242.36,-
6473,2026/03,-,-,-,-,-,-,2482.33,-
6501,2026/03,-,-,-,-,-,-,1459.71,-
6503,2026/03,-,-,-,-,-,-,2191.26,-
6504,2026/03,-,-,-,-,-,-,5428.62,-
6506,2026/02,-,-,-,-,-,-,1864.31,-
6516,2026/03,-,-,-,-,-,-,3600.16,-
6521,2026/02,-,-,-,-,-,-,405.95,-
6526,2026/03,-,-,-,-,-,-,759.11,-
6532,2026/02,-,-,-,-,-,-,770.73,-
6543,2026/02,-,-,-,-,-,-,1014.87,-
6555,2026/02,-,-,-,-,-,-,656.92,-
6572,2026/02,-,-,-,-,-,-,190.73,-
6578,2026/02,-,-,-,-,-,-,143.73,-
6586,2026/03,-,-,-,-,-,-,3859.45,-
6617,2026/03,-,-,-,-,-,-,4231.59,-
6619,2026/01,52004000000,40933000000,30495000000,-28158000000,6671000000,1182000000,707.25,78.5
6623,2026/03,-,-,-,-,-,-,9299.28,-
6632,2026/03,-,-,-,-,-,-,1017.7,-
6654,2026/01,-,-,-,-,-,-,2009.71,-
6696,2026/01,564305000,350916000,349702000,-784122000,-,122678000,72.45,62
6701,2026/03,-,-,-,-,-,-,1656.11,-
6702,2026/03,-,-,-,-,-,-,1167.25,-
6724,2026/03,-,-,-,-,-,-,2663.64,-
6754,2026/03,-,-,-,-,-,-,1036.92,-
6757,2026/01,6465279000,2813844000,2404028000,1447801000,1480500000,303562000,475.06,38.4
6762,2026/03,-,-,-,-,-,-,1152.3,-
6770,2026/03,-,-,-,-,-,-,2293.68,-
6807,2026/03,-,-,-,-,-,-,2138.66,-
6810,2026/03,-,-,-,-,-,-,2361.8,-
6814,2026/02,-,-,-,-,-,-,2826.58,-
6823,2026/03,-,-,-,-,-,-,2822.57,-
6857,2026/03,-,-,-,-,-,-,1096.77,-
6861,2026/03,-,-,-,-,-,-,14313.86,-
6897,2026/02,-,-,-,-,-,-,615.74,-
6898,2026/01,4659965000,3981571000,3336775000,294136000,-,-,4874.05,85.4
6902,2026/03,-,-,-,-,-,-,2040.42,-
6932,2026/03,-,-,-,-,-,-,3387.18,-
6954,2026/03,-,-,-,-,-,-,1998.45,-
6955,2026/03,-,-,-,-,-,-,550.82,-
6961,2026/03,-,-,-,-,-,-,6905.34,-
6966,2026/01,240994000000,113614000000,97923000000,69925000000,-,68340000000,619.71,47
6971,2026/03,-,-,-,-,-,-,2534.85,-
6981,2026/03,-,-,-,-,-,-,1493.58,-
6988,2026/03,-,-,-,-,-,-,1704.16,-
6999,2026/03,-,-,-,-,-,-,2385.1,-
7049,2026/02,-,-,-,-,-,-,327.91,-
7064,2026/01,2701666000,1430726000,1410689000,850272000,-,225167000,520.37,52.3
7073,2026/01,3130933000,1060531000,1071751000,536183000,-,891201000,1156.25,34.2
7077,2026/02,-,-,-,-,-,-,768.5,-
7102,2026/03,-,-,-,-,-,-,5700.03,-
7175,2026/03,-,-,-,-,-,-,2576.79,-
7196,2026/01,-,-,-,-,-,-,726.26,-
7236,2026/03,-,-,-,-,-,-,9363.08,-
7241,2026/03,-,-,-,-,-,-,1555.2,-
7259,2026/03,-,-,-,-,-,-,3037.06,-
7278,2026/03,-,-,-,-,-,-,5274.06,-
7282,2026/03,-,-,-,-,-,-,4849.03,-
7283,2026/03,-,-,-,-,-,-,2487.42,-
7357,2026/02,-,-,-,-,-,-,385.71,-
7381,2026/03,-,-,-,-,-,-,1095.51,-
7427,2026/02,-,-,-,-,-,-,2005.33,-
7463,2026/03,-,-,-,-,-,-,1794.82,-
7475,2026/03,-,-,-,-,-,-,3947.55,-
7485,2026/02,-,-,-,-,-,-,25791.42,-
7510,2026/03,-,-,-,-,-,-,2758.1,-
7512,2026/02,-,-,-,-,-,-,534.08,-
7515,2026/02,-,-,-,-,-,-,3498.38,-
7516,2026/02,-,-,-,-,-,-,6156.28,-
7520,2026/02,-,-,-,-,-,-,2601.71,-
7544,2026/02,-,-,-,-,-,-,546.58,-
7545,2026/02,-,-,-,-,-,-,1639.57,-
7590,2026/01,-,-,-,-,-,-,754.81,-
7599,2026/02,-,-,-,-,-,-,875.7,-
7601,2026/02,-,-,-,-,-,-,74.58,-
7603,2026/02,-,-,-,-,-,-,70.16,-
7608,2026/02,-,-,-,-,-,-,396.75,-
7610,2026/02,-,-,-,-,-,-,109.4,-
7611,2026/02,-,-,-,-,-,-,690.85,-
7614,2026/01,23389792000,18108822000,17893312000,16732834000,-,629282000,2719.35,77.4
7624,2026/02,-,-,-,-,-,-,239.9,-
7630,2026/02,-,-,-,-,-,-,202.32,-
7649,2026/02,-,-,-,-,-,-,1604.98,-
7674,2026/01,-,-,-,-,-,-,537.98,-
7678,2026/01,4952087000,3395654000,3395654000,1697791000,-,-,638.98,68.6
7679,2026/02,-,-,-,-,-,-,2068.07,-
7683,2026/01,-,-,-,-,-,-,579.88,-
7689,2026/02,-,-,-,-,-,-,259.05,-
7719,2026/02,-,-,-,-,-,-,239.08,-
7741,2026/03,-,-,-,-,-,-,3041.71,-
7774,2026/03,-,-,-,-,-,-,125.35,-
7807,2026/02,-,-,-,-,-,-,823.96,-
7811,2026/02,-,-,-,-,-,-,2576.46,-
7815,2026/02,-,-,-,-,-,-,302.71,-
7847,2026/02,-,-,-,-,-,-,774.45,-
7865,2026/01,1809739000,1679787000,1658308000,1594757000,-,-,439.03,92.8
7878,2026/01,3417679000,1547055000,1508926000,429366000,1140000000,-,1033.85,45.3
7894,2026/02,-,-,-,-,-,-,6265.04,-
7896,2026/03,-,-,-,-,-,-,1365.76,-
7908,2026/03,-,-,-,-,-,-,434.69,-
7919,2026/03,-,-,-,-,-,-,286.23,-
7931,2026/03,-,-,-,-,-,-,3430.93,-
7942,2026/03,-,-,-,-,-,-,4145.03,-
7947,2026/03,-,-,-,-,-,-,2033.25,-
7949,2026/03,-,-,-,-,-,-,2229.21,-
7970,2026/03,-,-,-,-,-,-,1606.36,-
7975,2026/02,-,-,-,-,-,-,3235.8,-
7981,2026/03,-,-,-,-,-,-,3104.88,-
8001,2026/03,-,-,-,-,-,-,942.78,-
8002,2026/03,-,-,-,-,-,-,2663.41,-
8008,2026/02,-,-,-,-,-,-,1911.78,-
8011,2026/02,-,-,-,-,-,-,4011.45,-
8013,2026/01,12355000000,6868000000,4810000000,-467000000,1100000000,385000000,878.94,55.6
8014,2026/03,-,-,-,-,-,-,4152,-
8015,2026/03,-,-,-,-,-,-,2990.71,-
8016,2026/02,-,-,-,-,-,-,687.9,-
8031,2026/03,-,-,-,-,-,-,3093.56,-
8035,2026/03,-,-,-,-,-,-,4498.84,-
8053,2026/03,-,-,-,-,-,-,3880.87,-
8056,2026/03,-,-,-,-,-,-,1853.32,-
8058,2026/03,-,-,-,-,-,-,2578.33,-
8071,2026/03,-,-,-,-,-,-,8811.6,-
8076,2026/03,-,-,-,-,-,-,3405.63,-
8103,2026/03,-,-,-,-,-,-,1038.17,-
8125,2026/02,-,-,-,-,-,-,2041.59,-
8133,2026/03,-,-,-,-,-,-,1609.83,-
8142,2026/01,96454000000,34542000000,28720000000,19325000000,-,11179000000,1079.97,35.7
8143,2026/02,-,-,-,-,-,-,315.88,-
8166,2026/02,-,-,-,-,-,-,58.86,-
8167,2026/02,-,-,-,-,-,-,2135.88,-
8174,2026/03,-,-,-,-,-,-,628.84,-
8181,2026/02,-,-,-,-,-,-,2876.5,-
8185,2026/02,-,-,-,-,-,-,1490.46,-
8190,2026/03,-,-,-,-,-,-,948.34,-
8194,2026/02,-,-,-,-,-,-,1797.7,-
8198,2026/02,-,-,-,-,-,-,3043.31,-
8200,2026/02,-,-,-,-,-,-,587.75,-
8203,2026/02,-,-,-,-,-,-,1151.47,-
8217,2026/02,-,-,-,-,-,-,1826.02,-
8218,2026/03,-,-,-,-,-,-,5472.57,-
8227,2026/02,-,-,-,-,-,-,2353.09,-
8233,2026/02,-,-,-,-,-,-,1535.04,-
8237,2026/02,-,-,-,-,-,-,524.97,-
8244,2026/02,-,-,-,-,-,-,1136.24,-
8247,2026/02,-,-,-,-,-,-,969.25,-
8260,2026/02,-,-,-,-,-,-,1098.47,-
8267,2026/02,-,-,-,-,-,-,440.4,-
8273,2026/02,-,-,-,-,-,-,1399.38,-
8276,2026/02,-,-,-,-,-,-,3959,-
8278,2026/02,-,-,-,-,-,-,2619.29,-
8285,2026/03,-,-,-,-,-,-,922.02,-
8289,2026/02,-,-,-,-,-,-,916.87,-
8303,2026/03,-,-,-,-,-,-,1381.2,-
8473,2026/03,-,-,-,-,-,-,2776.99,-
8570,2026/02,-,-,-,-,-,-,2208.77,-
8595,2026/03,-,-,-,-,-,-,2548.68,-
8601,2026/03,-,-,-,-,-,-,1272.74,-
8604,2026/03,-,-,-,-,-,-,1277.99,-
8609,2026/03,-,-,-,-,-,-,1153.57,-
8613,2026/03,-,-,-,-,-,-,773.63,-
8614,2026/03,-,-,-,-,-,-,451.11,-
8616,2026/03,-,-,-,-,-,-,767.3,-
8617,2026/03,-,-,-,-,-,-,1720.93,-
8622,2026/03,-,-,-,-,-,-,710.18,-
8624,2026/03,-,-,-,-,-,-,962.67,-
8628,2026/03,-,-,-,-,-,-,318.39,-
8697,2026/03,-,-,-,-,-,-,335.64,-
8699,2026/03,-,-,-,-,-,-,3325.92,-
8700,2026/03,-,-,-,-,-,-,2056.71,-
8704,2026/03,-,-,-,-,-,-,748.08,-
8706,2026/03,-,-,-,-,-,-,1667.04,-
8707,2026/03,-,-,-,-,-,-,3163.01,-
8708,2026/03,-,-,-,-,-,-,1523.24,-
8793,2026/03,-,-,-,-,-,-,6048.6,-
8803,2026/03,-,-,-,-,-,-,1918.59,-
8860,2026/03,-,-,-,-,-,-,1629.03,-
8892,2026/03,-,-,-,-,-,-,904.52,-
8898,2026/03,-,-,-,-,-,-,678.52,-
8918,2026/02,-,-,-,-,-,-,5.97,-
8931,2026/02,-,-,-,-,-,-,3168.72,-
9001,2026/03,-,-,-,-,-,-,3148.36,-
9003,2026/03,-,-,-,-,-,-,2117.74,-
9020,2026/03,-,-,-,-,-,-,2698.78,-
9021,2026/03,-,-,-,-,-,-,2653.81,-
9022,2026/03,-,-,-,-,-,-,5306.02,-
9023,2026/03,-,-,-,-,-,-,1265.51,-
9040,2026/03,-,-,-,-,-,-,9156.98,-
9044,2026/03,-,-,-,-,-,-,3082.41,-
9064,2026/03,-,-,-,-,-,-,1803.2,-
9081,2026/03,-,-,-,-,-,-,5160.59,-
9104,2026/03,-,-,-,-,-,-,8365.13,-
9110,2026/03,-,-,-,-,-,-,7943.82,-
9158,2026/03,-,-,-,-,-,-,1134.32,-
9166,2026/01,222643000000,65357000000,62854000000,21103000000,39626000000,37755000000,352.82,29.2
9168,2026/02,-,-,-,-,-,-,297.68,-
9201,2026/03,-,-,-,-,-,-,3000.36,-
9202,2026/03,-,-,-,-,-,-,3287.97,-
9206,2026/03,-,-,-,-,-,-,1908.75,-
9253,2026/02,-,-,-,-,-,-,637.72,-
9301,2026/03,-,-,-,-,-,-,1103.18,-
9307,2026/03,-,-,-,-,-,-,1085.42,-
9326,2026/02,-,-,-,-,-,-,219.8,-
9362,2026/03,-,-,-,-,-,-,4710.62,-
9368,2026/03,-,-,-,-,-,-,1076.71,-
9381,2026/02,-,-,-,-,-,-,872.37,-
9388,2026/02,-,-,-,-,-,-,842.49,-
9412,2026/03,-,-,-,-,-,-,1070.96,-
9474,2026/03,-,-,-,-,-,-,915.89,-
9501,2026/03,-,-,-,-,-,-,2114.96,-
9502,2026/03,-,-,-,-,-,-,4154.47,-
