財務
コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
1438,2024/09,5294131000,3820625000,3766503000,3001421000,200000000,11652000,1178.13,72.2
1439,2024/12,-,-,-,-,-,-,1486.1,-
143A,2024/03,1996995000,1483984000,919315000,672851000,-,-,514.36,47.4
1443,2024/03,17228542000,11064790000,10108762000,7515762000,-,3208025000,681.55,64.2
1444,2024/07,2767380000,1501120000,1507334000,908365000,600000000,130618000,1379.9,54.2
1446,2024/09,6134261000,2799618000,2792252000,710503000,500000000,370000000,303.42,45.6
1447,2024/03,18051775000,3120698000,3019849000,-1881601000,6922409000,2305286000,118.42,16
1449,2024/12,735057000,261326000,261326000,175478000,80000000,197924000,122.69,35.6
1450,2024/03,9119386000,6990170000,6908649000,6363024000,-,-,803.57,76.7
1451,2024/03,15025464000,6395081000,6394726000,4937079000,200000000,3086267000,1601.84,42.6
145A,2024/12,2708435000,1709021000,1709021000,-924382000,60000000,435074000,333.48,63.1
146A,2024/12,52186000000,12101000000,12100000000,9045000000,2255000000,30515000000,1742.81,23.2
147A,2024/03,10917376000,8404441000,8039420000,502341000,-,-,190.76,75.5
148A,2024/12,2430572000,777136000,776623000,130952000,200000000,181850000,406.41,32
1491,2024/03,12135201000,7107645000,7107645000,940237000,1226000000,730438000,493.22,58.6
149A,2024/12,1228956000,978011000,978011000,-103613000,90000000,-,309.07,79.6
150A,2024/03,2539631000,1834631000,1834631000,-432110000,-,64288000,334.63,72.2
1514,2024/03,31137000000,26989000000,26342000000,24346000000,43000000,-,524.68,86.7
1515,2024/03,229577000000,150722000000,116008000000,109759000000,17076000000,2514000000,1692.16,61.3
1518,2024/03,99740000000,64023000000,60324000000,52653000000,3177000000,4377000000,1064.49,63.6
151A,2024/06,4314946000,1895989000,1895315000,1274159000,30000000,193476000,228.49,43.9
153A,2024/12,2024057000,1315537000,1315537000,672955000,-,100000000,206.39,65
155A,2024/12,2815132000,1752224000,1751828000,936662000,150000000,47140000,169.45,62.2
156A,2024/08,3260029000,2025357000,2024173000,1679024000,-,152098000,207.87,62.1
157A,2024/06,1850191000,1472223000,1472043000,902693000,-,50794000,461.46,79.6
1605,2024/12,7380863000000,5137833000000,4821805000000,3073530000000,193847000000,870064000000,4026.22,65.3
160A,2024/03,15952381000,2380026000,2380026000,2174426000,485068000,3486410000,785.49,14.9
1662,2024/03,660928000000,537574000000,404040000000,397846000000,-,-,1906.49,76.2
1663,2024/12,119447000000,99406000000,93891000000,73100000000,346000000,567000000,3611.38,80.6
166A,2024/09,59415611000,21929167000,21306504000,4375005000,5801500000,20882677000,413.42,35.9
167A,2024/03,-,53250000000,-,-,-,-,-,-
168A,2024/01,2526843000,421087000,421087000,218087000,-,1251664000,401.04,16.7
1711,2024/03,3790177000,782876000,666529000,-3669982000,1377400000,1095974000,67.86,17.6
1712,2024/02,27351000000,17674000000,16215000000,11873000000,1500000000,3143000000,976.81,59.9
1716,2024/06,21858626000,18285321000,18170577000,17468245000,-,191807000,1607.04,83.1
1717,2024/03,7323942000,5084944000,5065984000,4471485000,-,-,436.77,69.2
1718,2024/12,32571464000,17887754000,15578146000,14218945000,2130000000,3482609000,14401.14,48.3
1719,2024/03,334145000000,154470000000,141664000000,128575000000,16348000000,7249000000,980.49,46
1720,2024/03,264525000000,100789000000,92672000000,73553000000,33207000000,21521000000,947.38,37.8
1721,2024/03,514647000000,368055000000,354364000000,300918000000,3984000000,70000000,3031.92,70.3
1723,2024/03,46021000000,34460000000,33162000000,32969000000,-,-,541.17,74.9
1724,2024/12,11352000000,6146000000,5966000000,4342000000,2000000000,336000000,1320.25,54.1
1726,2024/03,42351000000,14448000000,14188000000,8719000000,11500000000,3366000000,321.32,33.9
1730,2024/03,2980227000,986536000,972710000,584683000,-,697634000,288.99,33.1
1736,2024/03,31797724000,20255716000,18610015000,17970923000,1424564000,84018000,1290.01,62.2
1738,2024/03,7598170000,4297111000,4251923000,3921922000,510000000,595010000,1060.2,56.6
173A,2024/03,5570964000,2160731000,2064434000,1951604000,-,-,519.9,38.8
1743,2024/09,14980725000,8954531000,8752457000,6160588000,-,-,3937.21,59.8
1757,2024/03,1362051000,324015000,307365000,-14859252000,203000000,650000000,1.11,22.6
1758,2024/01,11640346000,8715153000,8187410000,8020792000,-,111112000,4381.32,74.9
175A,2024/12,656881000,410176000,409472000,-484189000,145000000,8840000,280.27,62.3
1762,2024/03,245149000000,134069000000,133619000000,127822000000,6000000000,-,3849.21,54.7
1764,2024/06,15517672000,4825664000,4718385000,3473461000,1630000000,1126897000,3884.23,31.1
1766,2024/04,210001000000,121611000000,120712000000,116101000000,-,-,9045.74,57.9
1768,2024/03,11617855000,8709619000,8401783000,7321266000,-,-,1192.22,75
176A,2024/06,17519465000,8331608000,8301887000,6701192000,-,2241706000,444.82,47.4
1770,2024/03,33218092000,17778346000,17110590000,16461166000,855000000,-,1941.07,53.5
1771,2024/09,13927535000,9117052000,8871523000,7816088000,115200000,214400000,1839.17,65.5
1775,2024/03,81009000000,42172000000,40375000000,31817000000,75000000,-,4614.73,51.2
1776,2024/03,27694000000,13653000000,13470000000,10630000000,-,-,1486.55,49.3
1777,2024/03,20326000000,11630000000,11553000000,9585000000,-,-,971.99,57.2
177A,2024/03,6589322000,3342393000,3281083000,2528621000,1500000000,525000000,802.5,50.7
1780,2024/03,31981657000,20477399000,19524294000,15471358000,-,-,1081.9,64
1783,2024/09,14215027000,6616182000,6613864000,-4672351000,3349371000,723476000,38.9,46.5
1786,2024/03,72923000000,49962000000,48901000000,42538000000,600000000,2538000000,377.11,68.5
1787,2024/03,11328156000,8297952000,8097467000,6850290000,-,-,3371.65,73.3
1788,2024/06,4516883000,3209891000,3071977000,1742899000,-,-,5132.8,70.2
1793,2024/03,99374000000,67260000000,63300000000,55828000000,8100000000,-,2352.62,67.7
1795,2024/09,8394129000,4940143000,4925250000,2817191000,-,204110000,5575.54,58.9
1798,2024/03,30588887000,14447795000,14115651000,11165664000,800000000,-,1325.97,47.2
1799,2024/03,80943341000,69339203000,65286276000,60568863000,-,-,3562.66,85.7
1801,2024/03,2583641000000,961000000000,710947000000,558721000000,110530000000,142787000000,5039.98,36
1802,2024/03,3019118000000,1195244000000,870884000000,773841000000,68142000000,131507000000,1606.18,38.1
1803,2024/03,2538769000000,948059000000,677206000000,586761000000,242147000000,131890000000,1243.88,35
1805,2024/03,150869000000,48803000000,47135000000,35948000000,18359000000,16487000000,2549.05,32.3
1807,2024/03,35132383000,21140626000,18356689000,15940174000,-,-,3387.37,60
1808,2024/03,1351231000000,511246000000,489347000000,461707000000,-,285000000000,1874.17,37.8
1810,2024/03,77564000000,47619000000,40626000000,37440000000,5000000000,-,1642.31,61.4
1811,2024/03,203611000000,92929000000,58127000000,54427000000,18550000000,14800000000,12975.48,45.6
1812,2024/03,3135149000000,1223655000000,949642000000,891884000000,324318000000,208273000000,2514.97,38.6
1813,2024/03,55247000000,33269000000,32292000000,14151000000,4509000000,50000000,2156.16,59.4
1814,2024/03,59107000000,22551000000,21295000000,17095000000,1300000000,3004000000,2190.76,38.2
1815,2024/03,211271000000,72131000000,55854000000,34102000000,24918000000,9336000000,4853.66,34
1820,2024/03,579624000000,176856000000,150320000000,163358000000,49929000000,25221000000,4277.03,29.1
1821,2024/03,411601000000,77165000000,67626000000,58701000000,21221000000,48995000000,445.32,17
1822,2024/03,165081000000,68919000000,65028000000,14698000000,6950000000,6000000000,767.76,40.9
1826,2024/03,26297000000,15245000000,14407000000,10568000000,282000000,278000000,995.21,58
1827,2024/03,80616000000,42159000000,36826000000,30400000000,618000000,204000000,1183.04,50.4
1828,2024/03,46239329000,22633568000,21993481000,19943281000,4500000000,475000000,2161.55,48.9
1832,2024/03,46787000000,30058000000,28479000000,21721000000,-,-,1450.78,64.2
1833,2024/03,384750000000,191573000000,148673000000,107684000000,16701000000,5108000000,5123.57,49
1835,2024/03,168117929000,111483492000,105011321000,102929517000,10000000000,-,3207.7,65.7
1840,2024/10,27190688000,12926893000,12854799000,1469446000,-,3000000000,517.13,47.5
1841,2024/03,14726000000,11242303000,10994830000,11030883000,200000000,113110000,3473.61,76.3
1844,2024/07,11931283000,5617805000,5539527000,1453171000,686883000,3313354000,296.95,46.4
1847,2024/03,63920000000,30080000000,29324000000,24807000000,3646000000,1972000000,2070.28,47
1848,2024/03,33669000000,10407000000,10110000000,6318000000,7055000000,1912000000,585.26,30.9
184A,2024/04,452334000,289461000,289461000,59216000,-,37845000,139.96,64
1850,2024/03,30335000000,15773000000,15253000000,11553000000,1848000000,80000000,547.15,52
1852,2024/03,101251000000,48705000000,44251000000,32499000000,6460000000,2258000000,590.22,47
1853,2024/03,27393000000,14361000000,14228000000,12391000000,800000000,-,438.48,52.4
1860,2024/03,872060000000,355524000000,246037000000,208849000000,74103000000,89272000000,1144.63,40
1861,2024/03,467232000000,180014000000,164737000000,120115000000,10906000000,26474000000,1046.38,38.5
1866,2024/03,77829000000,43693000000,38175000000,29060000000,-,-,1881.14,55.4
1867,2024/03,50300277000,27295855000,26583926000,16230401000,2110872000,262760000,4191.95,54.2
1869,2024/03,104037000000,71640000000,59267000000,56799000000,968000000,2832000000,2827.71,68.6
186A,2024/04,24990809000,5401357000,5401357000,-679294000,2487960000,7375050000,59.45,21.6
1870,2024/03,126000000000,66538000000,69192000000,56015000000,14100000000,8300000000,1546.4,52.8
1871,2024/03,122118000000,52170000000,47974000000,36137000000,10818000000,9060000000,1118.51,42.7
1873,2024/04,43222000000,21251000000,20814000000,16921000000,3827000000,4251000000,522.4,48.3
1878,2024/03,1080069000000,405800000000,396371000000,391255000000,-,57176000000,1232.44,37.6
1879,2024/03,168154000000,113095000000,112644000000,106113000000,-,-,1933.59,67.3
1882,2024/03,92895000000,56214000000,51032000000,38809000000,600000000,900000000,1165.62,59
1884,2024/03,149926000000,100214000000,99693000000,72884000000,1000000000,8700000000,2276.82,66.7
1885,2024/03,272936000000,96700000000,84395000000,55294000000,29896000000,9806000000,1206.26,35
1887,2024/05,145677000000,68591000000,66873000000,48059000000,7186000000,21227000000,819.47,47
1888,2024/03,90775000000,47384000000,42037000000,28044000000,2937000000,1410000000,3600.55,50.6
1890,2024/03,164160000000,80800000000,73002000000,53367000000,6534000000,1615000000,831.98,47.6
1892,2024/03,49827000000,19110000000,18283000000,13001000000,1336000000,1319000000,9213.19,38.2
1893,2024/03,566028000000,173064000000,157011000000,108948000000,43705000000,25611000000,607.35,30.6
1897,2024/12,21844000000,18819000000,15773000000,17526000000,-,-,8564.92,84.5
1898,2024/03,76042000000,40533000000,39541000000,37816000000,106000000,6700000000,1111.45,53.3
1899,2024/12,142814000000,85407000000,82898000000,75080000000,730000000,473000000,10227.95,59.3
189A,2024/05,8792346000,1271588000,1271588000,994718000,6426389000,495102000,828.94,14.5
1904,2024/03,45770852000,25714576000,23534911000,16566231000,-,-,4359.43,56.2
1905,2024/03,19066990000,12689604000,12196248000,8685750000,-,-,1876.87,64.5
1909,2024/03,54029246000,27048209000,21058155000,18223746000,4020925000,1163504000,830.08,41.2
190A,2024/08,4632370000,4161297000,4158362000,-5721780000,-,-,61.44,89.8
1911,2024/12,2267488000000,1023963000000,701012000000,613765000000,93702000000,413856000000,1499.06,40.6
1914,2024/03,32839000000,21940616000,20519597000,13533892000,3100000000,-,1094.88,66.8
1921,2024/03,76310000000,51395150000,39307318000,34604438000,6000000000,3751000000,1273.7,67.4
1925,2024/03,6533721000000,2523762000000,2278281000000,1903326000000,122253000000,988909000000,3810.21,37.3
1926,2024/03,124447000000,91094000000,86483000000,78867000000,1438000000,62000000,1877.44,72.5
1928,2024/01,3352798000000,1794052000000,1554276000000,1132275000000,440075000000,239089000000,2707.9,52.3
1929,2024/03,54425000000,34037000000,32850000000,25024000000,-,-,811.37,62.2
192A,2024/05,2121041000,1362359000,1362359000,1262359000,-,-,681.18,64.2
1930,2024/03,62749000000,41865000000,41524000000,36099000000,176000000,143000000,1495.73,66.7
1934,2024/03,231479000000,142406000000,139648000000,124259000000,2431000000,4490000000,1986.44,61.5
1938,2024/03,87315663000,59775898000,56988715000,53121873000,500000000,-,2415.07,68.5
1939,2024/03,103205000000,61796000000,58784000000,51724000000,420000000,6536000000,1307.17,59.8
1941,2024/03,280542000000,213921000000,193377000000,197818000000,-,-,3893.06,75.2
1942,2024/03,567275000000,345800000000,310313000000,294174000000,16668000000,5185000000,1633.95,58.9
1944,2024/03,815887000000,574053000000,506264000000,453615000000,15020000000,-,2848.1,70.3
1945,2024/03,107471000000,68548000000,64736000000,59214000000,992000000,5952000000,2047.25,63.8
1946,2024/03,304931000000,131140000000,117609000000,104598000000,12082000000,21299000000,1402.14,43
1948,2024/03,32424000000,20455000000,18849000000,16335000000,560000000,-,2299.68,62.8
1949,2024/03,181664000000,110932000000,92610000000,80459000000,1540000000,836000000,2988.24,58.3
194A,2024/06,5784472000,2113630000,2113630000,-323077000,100000000,2423347000,282.8,36.5
1950,2024/03,282597000000,199115000000,169485000000,158440000000,100000000,-,3150.52,65.7
1951,2024/03,591637000000,319217000000,289156000000,264711000000,29192000000,43193000000,1490.43,52.9
1952,2024/03,117351000000,65594000000,52477000000,43212000000,9650000000,83000000,1434.07,55.8
1959,2024/03,503284000000,291125000000,278962000000,253824000000,28930000000,3025000000,4082.93,57.4
195A,2024/03,1794869000,751862000,751007000,-11949000,75000000,449816000,274.18,41.8
1960,2024/03,48800000000,28842000000,26766000000,25967000000,1541000000,-,1874.13,59
1961,2024/03,202161000000,104621000000,82436000000,75769000000,6386000000,2374000000,1967.01,51.7
1963,2024/03,792296000000,387885000000,374202000000,350511000000,3817000000,14717000000,1598.71,48.7
1964,2024/03,48863000000,27768000000,22451000000,15441000000,6100000000,1188000000,3709.04,56.4
1965,2024/03,76228000000,49186000000,41712000000,38466000000,-,65000000,2337.66,64.5
1966,2024/03,37630819000,16889952000,16100627000,12482369000,6000000000,64265000,2617.87,44
1967,2024/03,52888840000,37335019000,33321063000,24529716000,600000000,539749000,1478.02,70.5
1968,2024/03,153023000000,100592000000,93530000000,85270000000,-,8631000000,1706.79,64.8
1969,2024/03,340106000000,167231000000,145040000000,128724000000,14133000000,-,1238.19,48.3
196A,2024/06,2421030000,2060859000,2060859000,-1468219000,8330000,100000000,227.15,85.1
1972,2024/03,40162000000,24963000000,22649000000,20616000000,-,-,1294.83,62.2
1973,2024/03,284897000000,157481000000,150344000000,120740000000,6230000000,-,1024.09,53.5
1975,2024/03,84012000000,38756000000,34316000000,27321000000,3300000000,-,1506.47,46.1
1976,2024/03,84432000000,63868000000,59426000000,55739000000,-,100000000,1299.1,75.1
1979,2024/03,266494000000,151562000000,118974000000,111869000000,3747000000,143000000,2194.02,54
197A,2024/06,29261325000,13666759000,13666834000,10777852000,4500000000,4307000000,136.59,46.7
1980,2024/03,160553000000,93987000000,81577000000,75360000000,2788000000,369000000,729.28,58.4
1981,2024/03,28645930000,18797790000,17930314000,17906822000,-,-,1686.88,65.6
1982,2024/03,98226000000,69914000000,60795000000,51516000000,-,-,1528.34,70
198A,2024/05,1279535000,868408000,865238000,864238000,-,-,86.52,67.6
1992,2024/03,9463178000,5769339000,5089677000,2912571000,200000000,-,2462.6,61
1994,2024/12,13876896000,10772742000,10737924000,7970978000,1003000000,326000000,1342.61,77.6
1997,2024/08,10310141000,6810692000,6728741000,5429477000,-,254080000,3366.77,66.1
1999,2024/06,8666982000,5833395000,5396681000,3894967000,1291454000,284599000,8384.2,61
2001,2024/03,386692000000,228285000000,172177000000,151492000000,18873000000,17207000000,2874.14,58
2002,2024/03,826702000000,516381000000,363383000000,344428000000,15101000000,12014000000,1682.1,60.5
2003,2024/03,64240000000,49676000000,43339000000,37266000000,400000000,-,1362.34,77.2
2004,2024/03,262238000000,133253000000,113931000000,92934000000,13051000000,8300000000,3875.56,49.4
2009,2024/12,45396149000,35936260000,29413916000,25918604000,1444940000,1841069000,1542.32,79.1
202A,2024/03,3543232000,2261862000,2261635000,2161135000,-,-,28.27,63.8
2053,2024/03,103824000000,65662000000,62217000000,54113000000,1800000000,4250000000,2218.03,63.2
2055,2024/03,32633000000,18164000000,17576000000,14382000000,3969000000,-,1002.88,55.7
2058,2024/03,14700000000,5206000000,4834000000,4674000000,3128000000,2864000000,1319,35.4
205A,2024/05,13390586000,3092591000,3075383000,1673703000,2163803000,2122202000,801.59,23.1
2060,2024/03,131038000000,50856000000,47639000000,28075000000,10580000000,21178000000,1313.99,38.4
206A,2024/09,4528566000,3502901000,3502477000,-1542734000,-,-,97.41,77.3
208A,2024/06,-,9311835000,-,-,-,-,-,-
2107,2024/03,13696000000,11152000000,10874000000,7974000000,-,-,2045.06,81.4
2108,2024/03,103022000000,72535000000,58632000000,46664000000,10901000000,48000000,5647.48,70.4
2109,2024/03,191428000000,117340000000,107660000000,92719000000,6626000000,15490000000,3475.67,58.6
2112,2024/03,27507000000,13711000000,12848000000,13773000000,4300000000,3873000000,500.74,49.8
2114,2024/03,32419118000,23851394000,20517930000,17608463000,3096800000,-,443.64,73.5
2117,2024/03,95918000000,71107000000,71107000000,31012000000,8000000000,-,2170.22,74.1
211A,2024/07,8403562000,4100816000,4100816000,3147535000,-,1336341000,4050.19,48.8
2120,2024/09,41191000000,24202000000,24105000000,2639000000,3572000000,253000000,188.33,58.5
2121,2024/03,207342000000,175730000000,172240000000,163190000000,1090000000,6341000000,2466.36,83.6
2122,2024/09,11232537000,5641825000,5636705000,4553321000,-,-,898.83,50.2
2124,2024/12,26013000000,18095000000,17700000000,19698000000,-,-,114.42,69.6
2127,2024/03,58640609000,43973612000,43234214000,54158155000,-,4900000000,138.41,74.9
212A,2024/10,5866878000,2975952000,2975952000,2006232000,-,157169000,187.88,50.7
2130,2024/03,11527087000,5934709000,5934709000,5020941000,-,-,464.84,51.5
2134,2024/03,1216171000,153326000,121873000,-8586620000,428585000,111708000,1.05,12.2
2136,2024/03,6144020000,3810570000,3810570000,3149602000,600000000,-,969.56,62
2137,2024/03,7771996000,3667800000,3667800000,2415206000,100000000,6750000,1755.6,47.2
2138,2024/03,27084085000,10808740000,10076161000,11450334000,-,2658964000,1017.67,39.3
2139,2024/03,5185792000,2010998000,1922864000,1470990000,460000000,519613000,285.49,37.4
2146,2024/03,68456000000,34443000000,27007000000,24973000000,1062000000,7900000000,45.95,40
2148,2024/03,11378173000,9803861000,9803861000,7536675000,-,-,505.95,86.2
2150,2024/12,14113026000,11329679000,11123931000,7087285000,-,99872000,256.96,79
2151,2024/03,96190000000,37710000000,35726000000,17432000000,9852000000,19959000000,1249.83,37.2
2152,2024/03,12754097000,9601260000,9208530000,9236950000,-,-,888.79,75.3
2153,2024/05,41423000000,32592000000,31379000000,24600000000,-,17000000,2077.99,78.7
2154,2024/06,116566000000,73347000000,73198000000,-7004000000,1606000000,30000000,843.15,62.8
2156,2024/03,4086350000,1930604000,1888292000,1589795000,76000000,235283000,462.12,47.2
2157,2024/08,61714913000,30354638000,30746433000,26049100000,-,5725060000,374.91,49.2
2158,2024/03,7522865000,2839559000,874727000,-4959834000,1200000000,937520000,66.37,34.7
215A,2024/10,26575010000,9095992000,9078689000,1902950000,10500000000,765100000,93.48,34.2
2160,2024/12,71942000000,39713000000,36446000000,9888000000,4575000000,1200000000,726.67,50.7
2162,2024/03,35824871000,2477296000,3367491000,3622365000,16288251000,1874937000,158.72,6.9
2163,2024/01,6114087000,4271153000,4270337000,3864599000,-,-,401.97,69.9
2164,2024/08,1246599000,302271000,302205000,-347004000,200000000,90060000,59.77,24.2
2168,2024/05,301090000000,154677000000,147276000000,127465000000,9263000000,29427000000,3789.82,49.3
2169,2024/12,11386134000,8898028000,8841053000,6755616000,600000000,-,1304.77,78.1
2170,2024/12,33178000000,14384000000,11285000000,9447000000,-,-,105.98,34
2172,2024/06,1165585000,739564000,724654000,537358000,100000000,-,451.5,62.2
2173,2024/12,7901982000,3360759000,3353903000,2996038000,20000000,1261310000,216,42.5
2175,2024/03,72475000000,44284000000,40071000000,39111000000,-,4251000000,507.22,60.7
2179,2024/03,8863064000,3474458000,3512339000,3364570000,-,1383691000,626.27,39.2
2180,2024/06,8472908000,4136436000,3863524000,2744514000,236000000,563416000,266.2,46.9
2181,2024/03,518730000000,208317000000,192349000000,165979000000,14144000000,20000000000,84.15,37.1
2183,2024/03,18539915000,8235021000,6871781000,7315200000,600000000,1499950000,364.6,44.4
2185,2024/09,26408594000,20928402000,19995775000,19923149000,34620000,263731000,1554.78,78.1
2186,2024/02,5098438000,4164658000,4149851000,4158176000,-,-,527.48,81.4
218A,2024/07,1517392000,865629000,860116000,-1138594000,-,292690000,45.66,56.7
2193,2024/12,15017524000,13619626000,13619626000,4602392000,-,-,165.07,90.7
2195,2024/12,6594824000,2733759000,2570184000,1833782000,-,1701981000,152.01,40.5
2196,2024/03,23199751000,6241948000,-,-,-,-,462.08,26.9
2198,2024/10,20698924000,10617803000,10520619000,10669596000,-,2424188000,369.02,51.1
219A,2024/10,7067594000,6623249000,6610833000,-2769747000,-,-,297.44,93.5
2201,2024/03,223644000000,132653000000,117239000000,86305000000,-,10000000000,1448,58.7
2204,2024/03,43517528000,26605718000,23876434000,8785294000,2500000000,-,4581.73,61.1
2206,2024/12,377771000000,272598000000,230343000000,228938000000,10000000,155000000,4272.43,72
2207,2024/03,82247000000,51068000000,28509000000,27788000000,3070000000,9079000000,3018.77,62.1
2208,2024/03,94233000000,56434000000,56035000000,49150000000,2000000000,2366000000,2348.99,59.9
2209,2024/03,38090260000,21005716000,17787628000,11405673000,3700000000,-,1603.89,55.1
220A,2024/09,2567999000,2106344000,2102714000,1824594000,-,-,774.39,82
2211,2024/12,90466000000,63067000000,54662000000,32339000000,3960000000,-,2246.77,64
2212,2024/12,865105000000,460486000000,343422000000,374629000000,60302000000,32373000000,2072.34,47.6
2215,2024/12,15781000000,8054000000,8205000000,1251000000,-,-,1163.3,51
2216,2024/12,29105795000,16831178000,16755181000,12054641000,-,-,399.42,57.8
2217,2024/01,27919745000,19719864000,19240846000,12146385000,1590000000,-,950.26,70.6
2218,2024/03,14214550000,5189849000,2120411000,1084501000,550000000,1074500000,2479.92,36.5
2220,2024/03,120510000000,73718000000,60474000000,60260000000,9652000000,11189000000,1105.72,58
2221,2024/03,85753862000,63806453000,23711492000,23362260000,-,405200000,6134.86,74.4
2222,2024/03,46510000000,35223000000,35042000000,32508000000,-,300000000,226.37,75.7
2224,2024/03,5314732000,2020522000,3927962000,3877929000,900000000,460032000,581.52,38
2226,2024/03,36399000000,17368000000,16884000000,12464000000,500000000,322000000,1603.52,47
2229,2024/03,292158000000,201086000000,181293000000,191706000000,1433000000,25000000000,1535.48,65.6
2264,2024/03,565998000000,282135000000,261320000000,233741000000,4519000000,14199000000,3192.32,49
2266,2024/12,51403000000,30863445000,29442700000,26394271000,7000000000,-,1584.13,60
2267,2024/03,833286000000,605946000000,481613000000,519641000000,41834000000,30335000000,1811.97,65.9
2268,2024/12,26314796000,13634934000,13372145000,12413299000,-,2034053000,1415.02,51.8
2269,2024/03,1205288000000,787793000000,690332000000,626158000000,22330000000,17596000000,2674.72,61.9
2270,2024/03,431222000000,235300000000,198983000000,167278000000,7081000000,29054000000,3436,53.8
2281,2024/03,244793000000,130213000000,108265000000,90554000000,362000000,15961000000,2374.21,48.7
2282,2024/03,958237000000,539202000000,527503000000,390305000000,-,-,5138.82,55
2286,2024/03,29043000000,11093000000,9585000000,6327000000,5914000000,1589000000,1285.19,38.2
2288,2024/03,121819000000,62751000000,53656000000,28474000000,9248000000,5177000000,2494.88,50.9
228A,2024/11,2294527000,1079425000,1079425000,210125000,-,-,472.33,47
2291,2024/03,13567000000,2369000000,1812000000,-2301000000,4253000000,1626000000,709.37,17.5
2292,2024/02,224240000000,126576000000,108688000000,85994000000,7866000000,35516000000,3754.77,53
2293,2024/03,13600776000,4011120000,3315052000,1555231000,2405000000,870373000,1953.28,29.5
2294,2024/04,21687000000,17657000000,17445000000,18627000000,-,-,1685.73,81.4
2296,2024/03,462570000000,285326000000,265424000000,148784000000,39815000000,340000000,5018.35,61.5
2300,2024/02,4327964000,2115017000,1773853000,989745000,260000000,712921000,402.01,48.9
2301,2024/10,16739761000,14477952000,14438528000,11853752000,-,-,1056.55,86.4
2303,2024/05,2815510000,2480566000,2481241000,2005255000,-,-,807.76,88.1
2304,2024/09,5931124000,2674954000,2540216000,1976956000,450000000,-,535.57,45.1
2305,2024/02,42346943000,30956043000,28872998000,25208178000,-,-,1747.06,70.1
2307,2024/03,9466019000,5083083000,4396379000,4893626000,1200000000,-,356.83,53.7
2311,2024/12,5822328000,4645339000,4050416000,4022043000,500000000,-,519.21,79.8
2315,2024/10,2425099000,1659307000,1807768000,1863788000,169996000,-,12.16,68.4
2317,2024/03,54038000000,38601000000,37955000000,35440000000,1550000000,-,98.33,70.5
